words,sport,business,politic,entertainment,tech
cutback,1.0327484534591909e-05,5.774005427565102e-05,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
revisit,1.0327484534591909e-05,2.887002713782551e-05,1.8526409396594847e-05,2.4344227375083682e-05,2.6264642538215056e-05
charvi,9.294736081132719e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
hot,0.0001239298144151029,2.887002713782551e-05,9.263204698297423e-06,0.00024344227375083682,7.879392761464516e-05
playback,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,0.0001138134509989319
traver,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,4.8688454750167365e-05,8.754880846071685e-06
hop,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,0.00042602397906396443,0.00027140130622822225
appleinsid,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
retrain,1.0327484534591909e-05,1.924668475855034e-05,2.7789614094892268e-05,1.2172113687541841e-05,8.754880846071685e-06
turk,2.0654969069183818e-05,3.849336951710068e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
audi,1.0327484534591909e-05,2.887002713782551e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
perspect,6.196490720755145e-05,9.62334237927517e-06,2.7789614094892268e-05,4.8688454750167365e-05,9.630368930678853e-05
salmond,1.0327484534591909e-05,9.62334237927517e-06,3.705281879318969e-05,1.2172113687541841e-05,8.754880846071685e-06
tavern,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
wolfram,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
mueller,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
barbra,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,7.303268212525105e-05,8.754880846071685e-06
balado,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,6.0860568437709206e-05,8.754880846071685e-06
stabber,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
woodsid,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
mouflon,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
makarov,1.0327484534591909e-05,9.62334237927517e-06,6.484243288808196e-05,1.2172113687541841e-05,8.754880846071685e-06
wrong,0.00028916956696857347,9.62334237927517e-05,0.0007132667617689016,0.00021909804637575315,0.00014883297438321864
reassess,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
beauti,3.0982453603775725e-05,1.924668475855034e-05,1.8526409396594847e-05,0.0003164749558760879,7.879392761464516e-05
endang,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,2.4344227375083682e-05,1.750976169214337e-05
stravinski,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
sanku,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,3.501952338428674e-05
extortion,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
siberia,1.0327484534591909e-05,3.849336951710068e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
reshap,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
gover,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
hemin,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
lukashov,1.0327484534591909e-05,2.887002713782551e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
sioux,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
helsinki,8.261987627673527e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,3.501952338428674e-05
unlicens,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
playboy,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
warfar,2.0654969069183818e-05,9.62334237927517e-06,3.705281879318969e-05,1.2172113687541841e-05,8.754880846071685e-06
revolt,2.0654969069183818e-05,1.924668475855034e-05,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
sylvain,7.229239174214337e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
revolv,1.0327484534591909e-05,9.62334237927517e-06,2.7789614094892268e-05,3.6516341062625523e-05,2.6264642538215056e-05
childhood,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,0.00010954902318787658,1.750976169214337e-05
wink,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
infight,1.0327484534591909e-05,1.924668475855034e-05,3.705281879318969e-05,1.2172113687541841e-05,8.754880846071685e-06
dispar,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
winn,1.0327484534591909e-05,6.736339665492619e-05,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
finalis,4.1309938138367636e-05,1.924668475855034e-05,3.705281879318969e-05,1.2172113687541841e-05,2.6264642538215056e-05
chandon,1.0327484534591909e-05,2.887002713782551e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
wing,0.00045440931952204404,3.849336951710068e-05,9.263204698297422e-05,8.52047958127929e-05,4.3774404230358426e-05
wind,7.229239174214337e-05,6.736339665492619e-05,3.705281879318969e-05,2.4344227375083682e-05,4.3774404230358426e-05
wine,1.0327484534591909e-05,0.0003175702985160806,2.7789614094892268e-05,0.00013389325056296025,8.754880846071685e-06
feedback,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,7.879392761464516e-05
clumsi,4.1309938138367636e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
telecom,1.0327484534591909e-05,0.0005774005427565101,9.263204698297423e-06,1.2172113687541841e-05,0.00025389154453607884
dejen,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
libertin,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,0.0001460653642505021,8.754880846071685e-06
aztrazeneca,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
surrend,3.0982453603775725e-05,1.924668475855034e-05,3.705281879318969e-05,3.6516341062625523e-05,8.754880846071685e-06
ibanez,5.1637422672959547e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
appar,8.261987627673527e-05,0.00011548010855130203,0.00012968486577616392,9.737690950033473e-05,7.003904676857348e-05
jordi,5.1637422672959547e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
riddick,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
pretti,0.0002478596288302058,0.00015397347806840272,0.00014821127517275877,0.00025561438743837867,0.00013132321269107529
vari,2.0654969069183818e-05,6.736339665492619e-05,4.631602349148711e-05,4.8688454750167365e-05,5.252928507643011e-05
wrought,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
xdanc,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
hypnotist,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
bookabl,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
lado,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
fit,0.0008984911545094961,9.62334237927517e-05,0.00014821127517275877,0.00010954902318787658,0.00028015618707429393
opsahl,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,4.3774404230358426e-05
mischer,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,3.6516341062625523e-05,8.754880846071685e-06
fix,3.0982453603775725e-05,0.00020209018996477857,7.410563758637939e-05,3.6516341062625523e-05,0.00037645987638108245
connel,0.00026851459789938964,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
pilkington,3.0982453603775725e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
voip,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,0.00014883297438321864
ferrovi,1.0327484534591909e-05,2.887002713782551e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
hidden,1.0327484534591909e-05,7.698673903420136e-05,8.336884228467681e-05,9.737690950033473e-05,7.879392761464516e-05
easier,0.00010327484534591909,5.774005427565102e-05,7.410563758637939e-05,2.4344227375083682e-05,0.00040272451891929753
lunar,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
fundrais,1.0327484534591909e-05,9.62334237927517e-06,4.631602349148711e-05,6.0860568437709206e-05,8.754880846071685e-06
recours,3.0982453603775725e-05,2.887002713782551e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
corridor,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
lambert,7.229239174214337e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
enrich,1.0327484534591909e-05,9.62334237927517e-06,2.7789614094892268e-05,1.2172113687541841e-05,8.754880846071685e-06
slate,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,4.8688454750167365e-05,0.00010505857015286022
somerset,1.0327484534591909e-05,9.62334237927517e-06,4.631602349148711e-05,2.4344227375083682e-05,8.754880846071685e-06
akaev,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
enrico,1.0327484534591909e-05,4.811671189637585e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
orbison,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
glorifi,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,3.6516341062625523e-05,8.754880846071685e-06
surgic,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
interrupt,4.1309938138367636e-05,1.924668475855034e-05,1.8526409396594847e-05,4.8688454750167365e-05,2.6264642538215056e-05
treviso,6.196490720755145e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
township,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
rajapaks,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
horrifi,1.0327484534591909e-05,9.62334237927517e-06,2.7789614094892268e-05,2.4344227375083682e-05,8.754880846071685e-06
silver,0.0002788420824339816,1.924668475855034e-05,9.263204698297423e-06,9.737690950033473e-05,1.750976169214337e-05
sedgefield,1.0327484534591909e-05,9.62334237927517e-06,3.705281879318969e-05,1.2172113687541841e-05,8.754880846071685e-06
procr,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
rumour,0.0001239298144151029,0.00011548010855130203,0.0001204216610778665,0.00013389325056296025,7.879392761464516e-05
overvalu,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
arrog,4.1309938138367636e-05,9.62334237927517e-06,4.631602349148711e-05,2.4344227375083682e-05,8.754880846071685e-06
lillian,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
debut,0.00037178944324530876,8.661008141347653e-05,2.7789614094892268e-05,0.0009007364128780963,0.0001750976169214337
barton,3.0982453603775725e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
arron,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
telekom,1.0327484534591909e-05,4.811671189637585e-05,9.263204698297423e-06,1.2172113687541841e-05,7.879392761464516e-05
accommod,4.1309938138367636e-05,9.62334237927517e-06,7.410563758637939e-05,2.4344227375083682e-05,2.6264642538215056e-05
wimpey,1.0327484534591909e-05,6.736339665492619e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
doubli,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
volcano,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,3.6516341062625523e-05,8.754880846071685e-06
viadana,4.1309938138367636e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
bateman,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
healthcar,1.0327484534591909e-05,7.698673903420136e-05,2.7789614094892268e-05,2.4344227375083682e-05,3.501952338428674e-05
nanik,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
whim,1.0327484534591909e-05,9.62334237927517e-06,4.631602349148711e-05,1.2172113687541841e-05,2.6264642538215056e-05
angola,7.229239174214337e-05,1.924668475855034e-05,9.263204698297423e-06,7.303268212525105e-05,8.754880846071685e-06
tetsuro,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
spidey,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,3.6516341062625523e-05,8.754880846071685e-06
knockout,7.229239174214337e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
laboratori,8.261987627673527e-05,1.924668475855034e-05,1.8526409396594847e-05,2.4344227375083682e-05,0.0001750976169214337
mda,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,0.00020136225945964877
prophet,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,3.6516341062625523e-05,8.754880846071685e-06
allan,4.1309938138367636e-05,9.62334237927517e-06,1.8526409396594847e-05,2.4344227375083682e-05,4.3774404230358426e-05
satchel,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
mcdonagh,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
fortnight,0.00011360232988051101,9.62334237927517e-06,1.8526409396594847e-05,3.6516341062625523e-05,8.754880846071685e-06
dellap,8.261987627673527e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
veracruz,4.1309938138367636e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
commiss,0.00011360232988051101,0.0007891140751005639,0.0007410563758637938,0.000231270160063295,0.00027140130622822225
thirdli,1.0327484534591909e-05,9.62334237927517e-06,2.7789614094892268e-05,1.2172113687541841e-05,8.754880846071685e-06
whip,4.1309938138367636e-05,9.62334237927517e-06,8.336884228467681e-05,3.6516341062625523e-05,3.501952338428674e-05
rt,1.0327484534591909e-05,9.62334237927517e-06,2.7789614094892268e-05,2.4344227375083682e-05,8.754880846071685e-06
ru,3.0982453603775725e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
gizmondo,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,0.00010505857015286022
koh,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
creditworthi,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
gatland,8.261987627673527e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
zar,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
humber,1.0327484534591909e-05,2.887002713782551e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
sheerman,1.0327484534591909e-05,9.62334237927517e-06,2.7789614094892268e-05,1.2172113687541841e-05,8.754880846071685e-06
malagasi,1.0327484534591909e-05,2.887002713782551e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
unclog,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
genghi,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
macroeconom,1.0327484534591909e-05,2.887002713782551e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
adapt,4.1309938138367636e-05,1.924668475855034e-05,1.8526409396594847e-05,0.0004138518653764226,0.00031517571045858064
